Year,Units,variable_code,Variable_category
2018,Dollars (millions),H05, dividends and donations"
2018,Dollars (millions),H06, grants and subsidies"
2018,Dollars (millions),H07,Financial performance
2018,Dollars (millions),H08,Financial performance
2018,Dollars (millions),H09,Financial performance
2018,Dollars (millions),H10,Financial performance
2018,Dollars (millions),H11,Financial performance
2018,Dollars (millions),H12,Financial performance
2018,Dollars (millions),H13,Financial performance
2018,Dollars (millions),H19,Financial performance
2018,Dollars (millions),H20,Financial performance
2018,Dollars (millions),H21,Financial performance
2018,Dollars (millions),H22,Financial performance
2018,Dollars (millions),H23,Financial performance
2018,Dollars (millions),H24,Financial position
2018,Dollars (millions),H25,Financial position
2018,Dollars (millions),H26,Financial position
2018,Dollars (millions),H27,Financial position
2018,Dollars (millions),H28,Financial position
2018,Dollars (millions),H29,Financial position
2018,Dollars (millions),H30,Financial position
2018,Dollars (millions),H31,Financial position
2018,Dollars (millions),H32,Financial position
2018,Dollars (millions),H33,Financial position
2018,Dollars,H34,Financial ratios
2018,Dollars,H35,Financial ratios
2018,Percentage,H36,Financial ratios
2018,Percentage,H37,Financial ratios
2018,Percentage,H39,Financial ratios
2018,Percentage,H40,Financial ratios
2018,Percentage,H41,Financial ratios
2018,Dollars (millions),H01,Financial performance
2018,Dollars (millions),H04,Financial performance
2018,Dollars (millions),H05, dividends and donations"
2018,Dollars (millions),H06, grants and subsidies"
2018,Dollars (millions),H07,Financial performance
2018,Dollars (millions),H08,Financial performance
2018,Dollars (millions),H09,Financial performance
2018,Dollars (millions),H10,Financial performance
2018,Dollars (millions),H11,Financial performance
2018,Dollars (millions),H12,Financial performance
2018,Dollars (millions),H13,Financial performance
2018,Dollars (millions),H19,Financial performance
2018,Dollars (millions),H20,Financial performance
2018,Dollars (millions),H21,Financial performance
2018,Dollars (millions),H22,Financial performance
2018,Dollars (millions),H23,Financial performance
2018,Dollars (millions),H24,Financial position
2018,Dollars (millions),H25,Financial position
2018,Dollars (millions),H26,Financial position
2018,Dollars (millions),H27,Financial position
2018,Dollars (millions),H28,Financial position
2018,Dollars (millions),H29,Financial position
2018,Dollars (millions),H30,Financial position
2018,Dollars (millions),H31,Financial position
2018,Dollars (millions),H32,Financial position
2018,Dollars (millions),H33,Financial position
2018,Dollars,H34,Financial ratios
2018,Dollars,H35,Financial ratios
2018,Percentage,H36,Financial ratios
2018,Percentage,H37,Financial ratios
2018,Percentage,H39,Financial ratios
2018,Percentage,H40,Financial ratios
2018,Percentage,H41,Financial ratios
2018,Dollars (millions),H01,Financial performance
2018,Dollars (millions),H04,Financial performance
2018,Dollars (millions),H05, dividends and donations"
2018,Dollars (millions),H06, grants and subsidies"
2018,Dollars (millions),H07,Financial performance
2018,Dollars (millions),H08,Financial performance
2018,Dollars (millions),H09,Financial performance
2018,Dollars (millions),H10,Financial performance
2018,Dollars (millions),H11,Financial performance
2018,Dollars (millions),H12,Financial performance
2018,Dollars (millions),H13,Financial performance
2018,Dollars (millions),H19,Financial performance
2018,Dollars (millions),H20,Financial performance
2018,Dollars (millions),H21,Financial performance
2018,Dollars (millions),H22,Financial performance
2018,Dollars (millions),H23,Financial performance
2018,Dollars (millions),H24,Financial position
2018,Dollars (millions),H25,Financial position
2018,Dollars (millions),H26,Financial position
2018,Dollars (millions),H27,Financial position
2018,Dollars (millions),H28,Financial position
2018,Dollars (millions),H29,Financial position
2018,Dollars (millions),H30,Financial position
2018,Dollars (millions),H31,Financial position
2018,Dollars (millions),H32,Financial position
2018,Dollars (millions),H33,Financial position
2018,Dollars,H34,Financial ratios
2018,Dollars,H35,Financial ratios
2018,Percentage,H36,Financial ratios
2018,Percentage,H37,Financial ratios
2018,Percentage,H39,Financial ratios
2018,Percentage,H40,Financial ratios
2018,Percentage,H41,Financial ratios
2018, Pest Control and Other Support Services",Dollars (millions),Total income
2018, Pest Control and Other Support Services",Dollars (millions),Sales of goods and services
2018, Pest Control and Other Support Services",Dollars (millions),"Interest
2018, Pest Control and Other Support Services",Dollars (millions),"Government funding
2018, Pest Control and Other Support Services",Dollars (millions),Non-operating income
2018, Pest Control and Other Support Services",Dollars (millions),Total expenditure
2018, Pest Control and Other Support Services",Dollars (millions),Interest and donations
2018, Pest Control and Other Support Services",Dollars (millions),Indirect taxes
2018, Pest Control and Other Support Services",Dollars (millions),Depreciation
2018, Pest Control and Other Support Services",Dollars (millions),Salaries and wages paid
2018, Pest Control and Other Support Services",Dollars (millions),Redundancy and severance
2018, Pest Control and Other Support Services",Dollars (millions),Purchases and other operating expenses
2018, Pest Control and Other Support Services",Dollars (millions),Non-operating expenses
2018, Pest Control and Other Support Services",Dollars (millions),Opening stocks
2018, Pest Control and Other Support Services",Dollars (millions),Closing stocks
2018, Pest Control and Other Support Services",Dollars (millions),Surplus before income tax
2018, Pest Control and Other Support Services",Dollars (millions),Total assets
2018, Pest Control and Other Support Services",Dollars (millions),Current assets
2018, Pest Control and Other Support Services",Dollars (millions),Fixed tangible assets
2018, Pest Control and Other Support Services",Dollars (millions),Additions to fixed assets
2018, Pest Control and Other Support Services",Dollars (millions),Disposals of fixed assets
2018, Pest Control and Other Support Services",Dollars (millions),Other assets
2018, Pest Control and Other Support Services",Dollars (millions),Total equity and liabilities
2018, Pest Control and Other Support Services",Dollars (millions),Shareholders funds or owners equity
2018, Pest Control and Other Support Services",Dollars (millions),Current liabilities
2018, Pest Control and Other Support Services",Dollars (millions),Other liabilities
2018, Pest Control and Other Support Services",Dollars,Total income per employee count
2018, Pest Control and Other Support Services",Dollars,Surplus per employee count
2018, Pest Control and Other Support Services",Percentage,Current ratio
2018, Pest Control and Other Support Services",Percentage,Quick ratio
2018, Pest Control and Other Support Services",Percentage,Return on equity
2018, Pest Control and Other Support Services",Percentage,Return on total assets
2018, Pest Control and Other Support Services",Percentage,Liabilities structure
2018, Safety and Regulatory Services",Dollars (millions),Total income
2018, Safety and Regulatory Services",Dollars (millions),Sales of goods and services
2018, Safety and Regulatory Services",Dollars (millions),"Interest
2018, Safety and Regulatory Services",Dollars (millions),"Government funding
2018, Safety and Regulatory Services",Dollars (millions),Non-operating income
2018, Safety and Regulatory Services",Dollars (millions),Total expenditure
2018, Safety and Regulatory Services",Dollars (millions),Interest and donations
2018, Safety and Regulatory Services",Dollars (millions),Indirect taxes
2018, Safety and Regulatory Services",Dollars (millions),Depreciation
2018, Safety and Regulatory Services",Dollars (millions),Salaries and wages paid
2018, Safety and Regulatory Services",Dollars (millions),Redundancy and severance
2018, Safety and Regulatory Services",Dollars (millions),Purchases and other operating expenses
2018, Safety and Regulatory Services",Dollars (millions),Non-operating expenses
2018, Safety and Regulatory Services",Dollars (millions),Opening stocks
2018, Safety and Regulatory Services",Dollars (millions),Closing stocks
2018, Safety and Regulatory Services",Dollars (millions),Surplus before income tax
2018, Safety and Regulatory Services",Dollars (millions),Total assets
2018, Safety and Regulatory Services",Dollars (millions),Current assets
2018, Safety and Regulatory Services",Dollars (millions),Fixed tangible assets
2018, Safety and Regulatory Services",Dollars (millions),Additions to fixed assets
2018, Safety and Regulatory Services",Dollars (millions),Disposals of fixed assets
2018, Safety and Regulatory Services",Dollars (millions),Other assets
2018, Safety and Regulatory Services",Dollars (millions),Total equity and liabilities
2018, Safety and Regulatory Services",Dollars (millions),Shareholders funds or owners equity
2018, Safety and Regulatory Services",Dollars (millions),Current liabilities
2018, Safety and Regulatory Services",Dollars (millions),Other liabilities
2018, Safety and Regulatory Services",Percentage,Current ratio
2018, Safety and Regulatory Services",Percentage,Quick ratio
2018, Safety and Regulatory Services",Percentage,Return on equity
2018, Safety and Regulatory Services",Percentage,Return on total assets
2018, Safety and Regulatory Services",Percentage,Liabilities structure
2018, Safety and Regulatory Services",Dollars (millions),Total income
2018, Safety and Regulatory Services",Dollars (millions),Sales of goods and services
2018, Safety and Regulatory Services",Dollars (millions),"Interest
2018, Safety and Regulatory Services",Dollars (millions),"Government funding
2018, Safety and Regulatory Services",Dollars (millions),Non-operating income
2018, Safety and Regulatory Services",Dollars (millions),Total expenditure
2018, Safety and Regulatory Services",Dollars (millions),Interest and donations
2018, Safety and Regulatory Services",Dollars (millions),Indirect taxes
2018, Safety and Regulatory Services",Dollars (millions),Depreciation
2018, Safety and Regulatory Services",Dollars (millions),Salaries and wages paid
